DISTRICT,XBLOCK,YBLOCK
5,401565,140567
6,406832,137145
6,406381,134800
3,397921,138058
1,398477,137319
7,401821,133230
5,402238,140860
1,398683,137118
3,397162,140182
6,405952,134938
4,397529,140644
7,401391,132595
3,397745,139109
3,397961,139579
5,402062,137354
5,403147,139547
1,400846,135214
5,398698,138541
4,400433,143061
3,397519,140084
1,398597,137252
5,398766,138519
3,397921,138058
6,404717,136203
5,401636,139745
1,400233,136541
7,399283,129409
5,401294,137295
4,396974,143383
6,406700.4,136332.56
2,394322,138428
6,405820,136128
3,398316,137975
3,398358,138057
5,403023.68,138808.25
4,396736,140470
1,399622,134352
2,394824,137485
1,399213,133731
2,395254.77,137187.53
2,392888,142375
4,399444,144008
4,397904,140846
1,399856,134410
4,398627,142204
7,399711,129589
2,393679,143911
3,398099,138387
6,404600,136168
2,397002,137748
2,395858,137094
3,397430,138181
2,392583,140568
5,400331,140334
5,402453,136691
1,401745,135773
1,401257,135070
5,404105,139186
1,401014,136891
5,401675,137731
3,397228,137798
7,400487,129093
6,403244,133789
2,397081,136991
5,398814,137975
4,397854,140871
3,397174,140033
1,398921,134092
4,399742,143428
5,401657,137184
4,396758,140325
1,400686,137051
1,400541,135441
5,399216,139448
7,399933,130937
6,401965,133728
6,403567,136542
5,403459,140142
5,399352,137782
6,405728,134985
1,398597,137252
4,398028,140906
3,397923,138834
4,396538,140607
3,398011,139902
3,397174,140033
3,398010,138186
2,395996,137710
7,399755,129632
5,399192,137711
2,395506,136689
2,393640,142423
5,399950,139066
1,399622,134352
2,394472,141048
2,397115,137836
1,400233,136927
1,397328,137053
7,401606,132657
1,397430,137119
5,402183,136751
5,402240,137433
1,397700,136476
3,397192,139808
6,404085,135978
4,396760,140564
4,397426,144208
2,396660,137483
1,398185,136610
6,406894,136658
1,398477,137319
2,392607,143559
2,395952,136789
4,398486,141959
4,396958,141060
3,397817,140446
1,400489,136018
1,398977,137051
1,400541,134906
6,402234,133910
3,396835,139570
3,397636,140315
6,405836,136773
1,397497,136718
2,394550,137528
1,399950,136856
2,397115,138140
7,399062,128985
7,401004,131818
2,395519,140668
3,397068,140306
3,397917,137450
7,402130,130896
1,398099,136943
3,396558,139123
3,395863,139091
1,400232,135079
7,399218,129419
5,400818,139909
7,399488,129856
7,402670,131549
7,399488,129856
3,397330,138792
4,399963,144021
2,394548,137621
1,398477,137319
1,400846,135070
4,397698,146150
1,400930,137051
1,400232,135255
1,398809,134827
1,400332,135836
4,397773,144839
4,398462,143000
3,398010,138697
2,396559,137255
7,399411,129279
1,400589,136192
4,397529,140644
6,405550,138194
4,397198,143908
1,399759,136784
5,402333,138743
1,401257,135354
2,397001,137583
3,397294,140084
1,398054,136884
1,399778,137532
4,399826,144154
4,399918,143864
1,401014,136819
5,401701,136862
6,406258,134926
4,397007,144031
2,393039,142375
3,397655,139302
6,403450,135900
1,399886,136928
4,400256,142358
5,401106,138047
4,396538,140607
1,401337,136394
4,398233,141331
4,397874,142269
5,403053,140739
5,401521,136902
3,398099,137620
5,401852,140950
4,397897,140906
2,396167.9,137186.59
3,396731,139353
4,396524,140201
1,400233,135898
3,397431,138854
7,400093,128629
1,397834,136610
6,405964,134419
1,397563,136543
1,398002,134827
1,398186,137001
5,398683,137916
7,402815,131990
6,405281,133640
7,400717,132802
4,399852,143321
6,406309,135226
5,401973,136243
1,401897,135773
7,400735,130625
5,399080,138386
2,397171,137408
3,397228,138264
1,400930,135000
1,401668,135710
6,405728,134985
3,398274,138545
1,400735,136855
6,403320,133558
1,399823,136697
7,400591,132715
3,398006,139949
6,403930,133240
3,398006,139949
3,398619,138815
3,398546,138840
3,396745,138552
1,398413,137185
5,399215,138262
1,398413,137185
2,396026,136029
1,397298,136869
3,397979,140183
3,398472,137975
5,399517,138221
3,397313,139653
3,398209,139082
5,400702,140622
5,400702,140622
1,400790,135709
4,396676,139920
6,404541,136535
6,405127,136631
1,398683,136542
1,400042,135469
4,397483,141969
6,402423,134032
4,397476,140916
6,402796,133744
5,399352,137782
4,397577,143785
1,401136,134409
1,401257,136259
3,398477,137621
3,397832,137532
7,403121,131703
2,395405,139798
3,397963,140327
3,396835,139331
5,399075,138915
1,400954,137154
5,401740,137690
3,398099,138551
3,396878,139879
5,401114,141366
4,397422,140620
6,404381,132643
7,399237,129559
2,394836,139455
6,405764,135770
3,397229,139084
7,400158,129636
2,394548,137621
1,400846,136819
1,401257,135354
1,401257,135070
5,400761,140829
1,399489,137478
3,396986,140220
5,401564,139340
3,397904,139683
1,398747,135045
5,401165,138586
5,401755,138659
3,396266,139088
3,396525,138714
3,396418,139305
2,396029,137534
1,400088,135648
2,396372,137666
7,401839,130997
7,401932,131155
6,403571,132012
4,397424,141376
1,401097,136742
1,399548,134410
5,400770,140681
5,398545,138304
4,397799,141494
1,400232,134826
5,399459,138878
1,398532,137185
5,403262,139389
1,398532,137185
2,393731,139295
5,398825,138854
6,402234,133910
7,402332,130674
3,398237,140476
5,403178,140404
3,397953,140415
3,396930,140374
2,396915.49,137186.09
4,396999,140521
6,406057,137291
4,396537,140010
1,397607,136337
6,406189,137202
5,402238,140860
6,406453,134892
1,398508,136963
5,401165,138586
2,397216.27,137538.44
5,401310,137764
1,399421,134605
5,399080,138468
3,398209,139082
1,399890,134459
2,393528,140624
4,397589,142968
3,397059,138470
5,402183,136751
5,401482,137579
7,402815,131990
3,397430,138552
1,399121,136672
3,397789,137976
3,397863,138792
7,400033,128396
1,399213,136704
4,398220,143712
6,404793,133208
3,397496,139543
2,395886,138632
5,401755,138659
7,401745,133271
3,396985,139108
5,398597,138341
3,398628,138737
3,397843,140228
5,399074,137856
7,399829,129758
3,398099,138206
2,395766,137555
2,394243,140045
5,399950,138510
6,404579,137347
7,401470,132974
5,402392,139028
6,406656,137060
5,401388,137908
4,397850,142918
2,396661,138017
1,398508,136963
3,397700,137532
6,405786,134897
4,399150,142640
4,396692,141377
6,406603,137375
7,403121,131703
1,397610,137008
1,399213,137251
6,402744,133517
2,396340,137928
4,398589,142177
5,400139,137702
4,396839,140889
5,401821,139328
2,392899,137979
5,401258,137689
4,398895,144854
1,401378,136326
3,397991,140078
6,404370,136293
5,401564,139340
6,406836,135296
6,405592,138052
4,398601,145300
3,397269.78,137391.03
7,400033,128396
3,398144,138633
7,400366,132181
3,398009,139049
5,399046,138139
7,400110,128511
3,398093,139178
2,396917,137871
3,397162,140182
3,398218,138732
3,396835,139458
2,397115,137836
4,398739,142585
6,404464,132725
6,406617,136997
4,397103,143859
4,397749,144181
5,400840,139142
3,397917,137450
3,396749,138793
2,394573,137844
2,394622,137482
7,400161,128647
3,397832,138854
1,399140,134190
3,397329,138713
3,397700,138469
1,397563,136543
1,398098,136401
2,394335,142159
7,400134,130213
6,406367,135771
5,400710,140512
1,397497,136718
4,399647,144174
2,393674,138954
5,403385,139468
3,397374,140361
2,396385,137809
2,396965,137769
6,404541,136535
1,398998,136737
4,398793,140371
1,401822,135587
2,397115,137977
1,400541,134906
1,398943,133729
7,400887,129540
4,397799,141494
3,398280,139035
6,404286,133055
7,401668,133200
4,398275,144877
2,394449,137479
6,405544,135723
3,397330,138223
2,397171,137408
2,397115,138058
3,397083,140096
3,397117,138792
7,401601,130970
4,399919,143788
1,397497,136718
6,405082,136006
1,398595,136801
5,399352,137782
5,401996,136793
6,405745,137269
1,400570,135630
5,402061,141098
5,401728,138813
1,397745,136759
2,394913,137487
4,396327,140300
6,406445,137533
5,401530,139745
3,397216,137538
5,401560,137150
3,397162,140182
1,399949,135465
7,401821,132097
5,399695,137774
6,406139,136306
3,398030,139732
1,398477,137319
6,406004,134756
2,397171,137408
1,399823,137081
4,398793,140371
4,399871,142835
1,398597,137252
4,397868,141140
4,398793,140371
6,406339,136004
1,399210.55,134299.54
1,400589,135528
5,399489,137576
5,402873,140629
5,400742,141366
1,400331,134740
5,403459,140142
4,398165,143788
1,399758,135247
1,398098,136808
3,397431,138854
7,402438,131109
6,406284,135771
6,406738,136915
1,400134,135465
4,397426,142968
7,400366,132181
1,398579,134828
4,401144,142839
3,396370,139140
5,401615,139853
6,405023,135003
1,397228,136778
3,397612,139543
5,401111,141158
1,398186,137185
5,401182,138011
4,399610,140102
5,401276,138113
2,395232.98,136881.69
5,400541,139301
5,401521,136902
2,394265,138156
3,396837,140214
5,400594,139371
5,403249,138982
3,397430,138552
3,396388,138837
2,396457,137321
7,402411,131808
4,397612,144311
1,398508,136963
6,405917,135293
6,405917,135293
6,405400,134708
3,397431,138975
4,397958,143480
6,403516,133455
6,405970,137707
1,401170,136698
2,393805,138218
4,398057,141325
2,394081,137468
7,402258,132857
6,405746,137644
6,405746,137644
1,399489,137478
3,397843,140228
7,399695,130571
3,397162,140182
1,397609,137185
5,401978,140078
2,396659,137377
4,399871,142835
3,396074,139136
2,396522,137709
5,400594,139371
1,398477,137319
5,401165,138586
4,398708,144247
1,398943,137118
2,392732,138347
1,401257,135836
3,398099,137450
5,400770,140681
3,397745,138854
1,399491,134192
3,396417,139719
1,398374,135355
6,405450,137846
5,400360,139621
3,397162,140182
5,399215.87,138751.2
6,406071,136119
1,399210.55,134299.54
3,396275,138884
6,405672,135770
2,392471,140269
4,401565,142233
7,401470,132974
7,399218,129419
2,395857,136612
3,397893,139390
2,394514,137708
1,398532,137185
5,400656,139558
1,400436,135043
2,395708,136984
1,397831,137105
7,402901,131166
2,394725,139618
6,407609,136201
3,397431,138854
6,404428,133350
3,397330,138469
6,405579,133838
2,397115,137836
2,395458,137273
1,398469,134448
3,396460,139128
2,396233,138264
4,396630,140453
5,400739,139846
3,397965,138304
5,399695,137774
3,396326,139604
7,399297,129653
6,404253,136093
6,406495,136227
3,396525,138634
3,396929,140085
3,398009,139049
1,399078,136928
3,398154,139534
5,401982,137317
3,398093,139178
1,400437,136362
7,400690,130695
3,398099,138058
2,393039,142375
2,394449,137479
5,398945,138427
2,394626,137194
7,402596,132669
7,400218,130020
5,400511,138028
4,397577,143785
5,399214,137753
2,391639,138818
1,399319,134293
3,397965,138469
3,397323,140397
1,399078,136928
6,405450,137846
1,399995,134294
3,397004,138511
2,396744.98,137186.27
3,397564,137457
2,396233,138429
2,394964.33,140772.69
7,399950,130181
1,399272,136594
2,394550,137528
4,397897,140906
2,396233,138347
1,399695,136697
3,397563,137783
3,398274,138545
3,397122,139623
4,397545,142262
1,399886,136784
1,399886,136928
4,399348,143959
2,395709,137490
6,406419,134754
3,397281,140197
5,399446,138633
2,392740,143573
2,395861,137783
4,400251,140544
2,395188,140277
5,401652,137333
1,397868.29,135116.46
2,394064,137767
2,395597,137490
5,401165,138586
2,393473,144062
6,405823,134392
5,398750,137708
7,401004,131818
7,399865,130809
3,397004,138511
6,402965,132500
3,397329,138713
5,399996,138915
3,397526,138184
5,402150,140920
1,399421,134508
1,397497,136718
1,397496,136610
3,397746,137450
6,404905,136964
4,396705,140274
3,397430,137783
3,397229,138753
7,402670,131549
3,398154,139534
2,392059,142693
2,392607,143559
2,394464,144362
2,396524,138141
3,396628,138470
1,399886,136928
5,400331,140334
1,399743.65,134459.6
5,398597,138057
6,403933,132529
1,398098,136276
5,400770,140681
6,405672,135770
3,395965,138725
2,392366,137963
5,401728,138813
1,399078,136928
5,398749,137622
2,393989,138474
1,400330,135430
5,400757,141039
1,398989,136542
1,400541,135441
1,400686,135355
3,397745,138854
7,400713,129586
3,397655,137916
2,395955,137916
3,398314,140449
3,398058,139487
3,397424,140141
3,397229,138753
1,400790,136609
5,400437,140004
5,401675,137731
5,401675,137731
2,394622,137482
6,403749,135661
5,400246,139229
3,397564,138854
3,396834,138593
3,397162,140182
3,397564,138552
1,400232,135255
6,404028,132914
4,397868,142433
1,399119,137184
2,395499,139592
1,401257,136696
5,401822,137058
6,403933,132529
1,400233,136784
5,402152,137048
4,396270,140250
3,398099,137916
3,397505,138305
2,392976,142632
1,400637,136696
4,397242,140587
3,397343,137783
1,401383,134946
3,396622,139376
3,396612,138495
5,399074,137856
2,396230,137427
7,399659,128340
4,400503,141040
5,399877,137708
4,397519,141317
4,397071,140817
7,400823,132183
4,397628,140648
2,393755,138617
4,397689,141711
2,396523,137976
3,397532,139201
5,400041,139086
2,394450,137863
7,400388,132003
3,397088,139298
1,399489,137252
3,396250,139796
6,404579,137347
7,400338,132270
3,398107,140006
2,396661,137747
2,394919,137190
7,400713,129586
4,399852,143321
1,399743,134459
1,399351,137184
6,404825,136802
6,403516,136144
7,401926,131230
5,400544,138310
5,399950,139066
5,398597,138057
2,395650,136789
3,398009,139049
4,397699,146051
1,400488,134987
3,396326,139604
3,397965,137857
1,398683,136993
2,391717,142326
4,397264,142545
1,400384,135773
3,397044,139950
7,400134,130213
6,407095,135426
6,405034,135149
6,404286,133055
3,397969,140269
7,400867,132951
5,400594,139371
7,399711,129589
1,399351,137425
6,405450,137846
5,400770,140681
3,398010,138551
2,394449,137479
3,396747,138223
4,396760,140564
4,397529,140820
2,396522,137709
4,398345,145359
5,400387,137463
7,400823,132183
7,399688,128741
6,406683,137294
3,396386,138347
5,403149,140218
2,396231,137578
1,400790,137184
4,397914,143217
4,396846,144287
5,401449,137734
7,400636,132455
1,401013,135484
7,400812,132461
1,401135,136474
3,396836,139738
4,398054,144083
4,399347,141766
4,400463,141354
3,396107,139048
5,398749,137622
3,396833,138346
3,398380,138558
2,397115,137709
7,401930,130945
3,397174,140033
5,398828,139232
3,398009,139049
3,398009,139049
4,397919,140717
4,397654,144888
7,401821,133440
6,406453,134892
1,398185,136884
4,400218,142805
7,402071,131148
3,397174,140033
7,402850,131629
4,397507,145917
4,397298,145984
6,403848,132401
1,398815,136650
6,401787,133517
4,399518,142035
3,397370,137709
2,396167,136956
3,396378,139491
1,398476,133854
2,394782,141001
2,396744.98,137186.27
5,400041,139086
2,394459,141888
6,406981,136223
2,394054,138206
6,404296,133162
6,406673,136234
4,396537,140010
4,397698,140840
2,397115,138058
2,393039,142375
3,398477,137621
5,398812,138323
2,396917,137871
3,397921,137916
2,396169,137710
5,400544,138310
3,397768,139722
6,405423,134960
1,398809,134827
3,397044,139950
4,397880,146022
1,398273,137035
4,398006,142356
6,402423,134032
1,399950,136696
7,402911,131429
1,400638,136989
7,400010,132393
6,404148,136897
3,395992,139191
4,397553,143323
5,398880,137708
6,403461,133890
1,398319,136303
5,400702,140622
5,400840,139142
7,401601,130970
5,404105,139186
4,399215,142780
1,397609,136611
3,396256,138986
5,399046,138139
1,399759,136475
6,407429,136295
2,394741,137195
7,399333,128967
